epoch,loss,tani_coeff,val_loss,val_tani_coeff
30,0.09580738639514708,0.9553937,0.14349609116713205,0.9337557
31,0.0938347305768352,0.9571038,0.13190305729707083,0.9362449
32,0.09546114459782344,0.95548093,0.1423786828915278,0.93225926
33,0.09474372018875342,0.95648485,0.14816916485627493,0.93050367
34,0.0937002894292242,0.95669127,0.1444373925526937,0.93347293
35,0.09332825792984313,0.95742095,0.15127954383691153,0.92576647
36,0.09476707940085782,0.9564439,0.1458384394645691,0.927778
37,0.09366953095724416,0.9570145,0.13527106245358786,0.93778306
38,0.09281766586261467,0.9580098,0.14958650867144266,0.9286619
39,0.09245703911464476,0.9578734,0.14043186604976654,0.93548363
40,0.0932715273114666,0.9574639,0.15519627928733826,0.9158991
41,0.09228955234007978,0.95818186,0.13157151142756143,0.9409902
42,0.09205419907670216,0.95826024,0.14174980918566385,0.93257
43,0.09145402987534025,0.95855796,0.13802709678808847,0.936203
44,0.09066560729133462,0.9591678,0.126882995168368,0.94207996
45,0.09180876305729052,0.9586599,0.13908699651559195,0.93554074
46,0.09121762221041708,0.95885736,0.12620356182257333,0.94483536
47,0.09038845919163388,0.95970505,0.11874959866205852,0.9451434
48,0.09060153658867938,0.95909214,0.11674119532108307,0.9503558
49,0.09035733167251216,0.95950925,0.11013900240262349,0.95280033
50,0.09027861301289049,0.9593812,0.11941459774971008,0.9468495
51,0.08977749088937922,0.9600879,0.15140741070111594,0.9289507
52,0.09076112063224133,0.9584635,0.11868727207183838,0.9487695
53,0.08907881877483059,0.9603139,0.11781954268614452,0.94555455
54,0.08935977658824139,0.96021,0.13155477245648703,0.93952703
55,0.08971721686398072,0.9600226,0.11301415165265401,0.9514017
56,0.08819143356938959,0.9607828,0.11161754528681438,0.9522013
57,0.08848163257801651,0.96064585,0.12218329310417175,0.9459226
58,0.08864145563422379,0.96086586,0.12135211129983266,0.947169
59,0.08825669501178948,0.9602485,0.12871592243512472,0.9393415
60,0.08754675471505453,0.9613344,0.12184721231460571,0.9468458
61,0.08814984527009138,0.9606736,0.11348041892051697,0.9542081
62,0.08753136305317927,0.9613777,0.11660598715146382,0.9501493
63,0.08797436919587263,0.9612312,0.10969830056031545,0.9529446
64,0.08743521260924778,0.96085167,0.13132347166538239,0.9387047
65,0.08707509141163705,0.96116936,0.11613365014394124,0.9507268
66,0.08781893057944634,0.9609053,0.10575731595357259,0.95434594
67,0.08769754380614786,0.96095616,0.11211666961510976,0.95141596
68,0.0874899396732664,0.96135443,0.10680840412775676,0.95592004
69,0.08668166432005754,0.96176827,0.11832576493422191,0.94950217
70,0.08618634090999168,0.9623934,0.11200591425100963,0.95151496
71,0.08637144610467279,0.961993,0.11296786367893219,0.9519051
72,0.0861741592519703,0.96219414,0.10643432537714641,0.9536006
73,0.08584080525938986,0.9624892,0.11019776264826457,0.953408
74,0.08516605101022477,0.96303326,0.12033234536647797,0.94546056
75,0.08704592361798714,0.9608419,0.10142344733079274,0.959882
76,0.08597902529527447,0.962197,0.13207686444123587,0.94003314
77,0.08555339242136756,0.9622628,0.11361050109068553,0.94864464
78,0.08548331293684831,0.96250457,0.10241495569547017,0.95606345
79,0.08507671242668516,0.9628234,0.1037792166074117,0.95566654
80,0.08491690217590543,0.96243864,0.10739459097385406,0.9565389
81,0.08516941936573184,0.9626951,0.11734054485956828,0.94929975
82,0.08530718233366213,0.96186316,0.11341896156469981,0.9457383
83,0.08499951728290629,0.9628163,0.1024359663327535,0.9568527
84,0.08432545683708698,0.96327424,0.1028025100628535,0.9574705
85,0.08427400545424402,0.96357095,0.10322218636671703,0.9589253
86,0.08402530629505482,0.9634832,0.09956739842891693,0.9592975
87,0.08416290530070646,0.96333945,0.10802655418713887,0.95387036
88,0.08444238167796553,0.9627603,0.10867213706175487,0.95615816
89,0.08417451863537068,0.96327096,0.10994418462117513,0.95150584
90,0.08399363378617719,0.9634165,0.09947056074937184,0.95810676
91,0.08414718135778822,0.9634047,0.10668617983659108,0.9565504
92,0.08386419170586638,0.9638163,0.09942664702733357,0.9568455
93,0.08321147638961986,0.9640965,0.10779580473899841,0.95161504
94,0.08254844864473522,0.9642503,0.10429776708285014,0.9572274
95,0.08360285758312094,0.9635253,0.09731587767601013,0.9602836
96,0.0838822810884858,0.9636668,0.09937956432501475,0.96014136
97,0.08295261288930147,0.96385354,0.10924241443475087,0.95065933
98,0.08305213921357892,0.96441436,0.09985191623369853,0.9589389
99,0.0825893121832365,0.9644158,0.094717671473821,0.96293277
100,0.08241213688158645,0.96456563,0.0971096654733022,0.9599321
101,0.0824393356097233,0.9645122,0.09763944149017334,0.96211654
102,0.08255842390778585,0.96468216,0.09903668363889058,0.958412
103,0.08233115974718815,0.9645788,0.09362270434697469,0.96423936
104,0.08243419135923798,0.9647725,0.09546870986620586,0.96174544
105,0.08175753391990366,0.96463424,0.09630308051904042,0.9619057
106,0.08152530056033552,0.9650705,0.0984368771314621,0.96078706
107,0.08223121939175417,0.96485865,0.09497498472531636,0.96142197
108,0.08219894476375178,0.96492857,0.09640689690907796,0.9610235
109,0.08105179924901537,0.96527433,0.09942026436328888,0.9592912
110,0.08162544850891215,0.96496737,0.0939329465230306,0.9612203
111,0.08171683830412255,0.9648611,0.0951804369688034,0.95991683
112,0.08208266507879576,0.96422714,0.09831032156944275,0.95990515
113,0.08150655889299885,0.96498716,0.09339136878649394,0.9608806
114,0.08161803053595035,0.965031,0.09841602543989818,0.96034795
115,0.08096532333860894,0.965132,0.09682827691237132,0.95833325
116,0.08123760280155,0.9650814,0.09437650938828786,0.962555
117,0.0813269565667821,0.96516186,0.0971301794052124,0.95850676
118,0.0804732444542455,0.9656771,0.09212222695350647,0.96243906
119,0.08112624779360107,0.96526307,0.09651500483353932,0.96067595
120,0.08161781066543901,0.96529746,0.09222819904486339,0.96325684
121,0.08144902674726738,0.9649807,0.087201327085495,0.9653664
122,0.08109629579952785,0.9651894,0.08977634211381276,0.96164274
123,0.080938461941078,0.9652378,0.09980565806229909,0.9519432
124,0.08037549980059018,0.9653137,0.08683335781097412,0.96618956
125,0.08014362776530277,0.9657623,0.0896190454562505,0.9643679
126,0.08030135152347856,0.9658239,0.0854512204726537,0.966881
127,0.0806256690756691,0.96554875,0.09282972911993663,0.958718
128,0.08044482115759274,0.965864,0.0929335355758667,0.9604728
129,0.07974852108348116,0.9656055,0.08232717712720235,0.9662516
130,0.07997630686722984,0.9656381,0.08754713336626689,0.96261144
131,0.07992666246883101,0.96583486,0.0894062767426173,0.96340185
132,0.08041721589013455,0.9652093,0.08684812982877095,0.96592695
133,0.07991988024574313,0.9660754,0.08979236086209615,0.9631912
134,0.0789011435651304,0.9665943,0.0908522109190623,0.96359086
135,0.08009445584757648,0.96583164,0.08577877779801686,0.96328086
136,0.07906121404992121,0.96650493,0.0852242261171341,0.96641
137,0.08006988526842787,0.96579117,0.09440064430236816,0.9572179
138,0.07953495803729509,0.96609586,0.08818937341372173,0.9643891
139,0.07922652162454717,0.966158,0.08958749969800313,0.9600825
140,0.07964627386987672,0.9658151,0.09024723867575328,0.96236616
141,0.07867721874980567,0.9666514,0.08242112398147583,0.96634763
142,0.0789393823540224,0.96647996,0.09373276432355244,0.9597676
143,0.07936431607798748,0.96639746,0.08550858994325002,0.96543837
144,0.07928893125202437,0.96641034,0.09419118364651997,0.9598245
145,0.07912510834791071,0.9661344,0.08537473777929942,0.9646769
146,0.07907369260904137,0.96646583,0.08992107212543488,0.9616131
147,0.07918239884070252,0.9664057,0.08913008371988933,0.9609248
148,0.07912650935409606,0.9665861,0.08823951085408528,0.9599411
149,0.0789262806524338,0.966593,0.08415887256463368,0.9658475
150,0.07883115523677332,0.9664377,0.08487263818581899,0.96361375
151,0.07833744356138497,0.9666849,0.0862058053414027,0.96230227
152,0.07824276537858238,0.9671278,0.08193443715572357,0.96734434
153,0.07853977905291391,0.96679693,0.0853143682082494,0.9637518
154,0.07868189576720347,0.9664007,0.08271009226640065,0.9650038
155,0.07876730645085754,0.9668298,0.08058540523052216,0.96687955
156,0.07799731041505883,0.96690816,0.08363714317480724,0.96573955
157,0.07896360197204556,0.9663469,0.08632183571656545,0.96474934
158,0.0787939625324997,0.9662521,0.08862389624118805,0.96259546
159,0.07877950718500554,0.9659702,0.08430381615956624,0.962688
160,0.07734288369302338,0.9673479,0.08305589358011882,0.9662977
161,0.0779617634392524,0.9667698,0.08039893706639607,0.96565914
162,0.07783980075175052,0.9670737,0.08026444911956787,0.96644515
163,0.07774334713602118,0.96724594,0.08135350545247395,0.9661596
164,0.07721613560404096,0.96736956,0.08675661186377208,0.9646506
165,0.07835020298181578,0.9666243,0.08492131531238556,0.9655406
166,0.07847299099232535,0.96653044,0.08525661627451579,0.96320057
167,0.07742039441798348,0.9673076,0.08107310036818187,0.96744394
168,0.07795396674907089,0.96691793,0.08551026384035747,0.9643483
169,0.07736726958358274,0.9673505,0.08154104153315227,0.96367025
170,0.07720196814764113,0.9671348,0.08338131507237752,0.9632375
171,0.07749530379294294,0.9671959,0.08834265172481537,0.9608278
172,0.07744543091007246,0.9669226,0.07876194020112355,0.9676745
173,0.07714110437949763,0.9672726,0.08426119883855183,0.9617054
174,0.07758448257266749,0.9671261,0.0842715452114741,0.9666862
175,0.07719674792268612,0.967111,0.07934958239396413,0.9684577
176,0.07756744092485042,0.96724516,0.08521350224812825,0.9623384
177,0.07742551817318398,0.9672705,0.0860886921485265,0.9636038
178,0.07739746884122112,0.96717227,0.0826841543118159,0.96629137
179,0.07743255495365012,0.9676659,0.08344599604606628,0.96559507
180,0.07817663075783984,0.96669817,0.08249421914418538,0.96603185
181,0.07705607089489401,0.9671935,0.07948745787143707,0.96789694
182,0.07693139471088929,0.9676459,0.08249064286549886,0.96658707
183,0.07750315569827987,0.9673817,0.08402056495348613,0.96439886
184,0.07775670210784456,0.9670317,0.0794926385084788,0.96901417
185,0.07667780995104928,0.9677256,0.08197328945000966,0.9639614
186,0.07672084037911721,0.96753275,0.08461583157380421,0.96392566
187,0.07700885487421275,0.9677432,0.08053324123223622,0.96557736
188,0.0772124251323945,0.96738595,0.07915995021661122,0.9684933
189,0.07762075747762408,0.966711,0.07943868637084961,0.9660968
190,0.07674725883426857,0.96749365,0.08864093820254008,0.9604087
191,0.07708880628726279,0.9675607,0.08394548793633778,0.9642195
192,0.07723013959321733,0.96731514,0.0818351258834203,0.9660933
193,0.07672249455652627,0.9674279,0.08007645110289256,0.9680595
194,0.07685244766580702,0.9676043,0.08680508037408192,0.96045977
195,0.07646098719746831,0.96772814,0.07990141212940216,0.9662997
196,0.07627773644652214,0.96794426,0.08161831895510356,0.9641493
197,0.0762548147971976,0.96802473,0.07929872473080952,0.9668929
198,0.07691649305464025,0.96731097,0.07873125374317169,0.96869427
199,0.07689866331196571,0.9674679,0.08215170602003734,0.96721
200,0.07722857670398514,0.96718526,0.08215171595414479,0.96614903
201,0.07622652097397864,0.96798813,0.08372507989406586,0.9631191
202,0.07669085343414762,0.96769196,0.0802077700694402,0.96616584
203,0.07683191175344642,0.9674071,0.08086911340554555,0.96544975
204,0.07700627131319521,0.96732247,0.08221164842446645,0.96592253
205,0.07666918087507271,0.9673155,0.08165190120538075,0.9661973
206,0.07649047327860117,0.967994,0.08563356598218282,0.9645674
207,0.07657943882155392,0.96759206,0.0821938415368398,0.9641369
208,0.07637129379137278,0.9676534,0.0815544327100118,0.9665695
209,0.07711446618584963,0.9674634,0.08154518405596416,0.9647229
210,0.07640796140710909,0.96763515,0.08041392266750336,0.9641625
211,0.07633684276874411,0.96775496,0.08138554791609447,0.96603394
212,0.07633669824563255,0.96795183,0.07838103671868642,0.9669366
213,0.07661554577078666,0.96781075,0.08175403873125713,0.96694833
214,0.07667444086946126,0.96770227,0.07965290049711864,0.9682467
215,0.07652316078263131,0.9677994,0.07879659036795299,0.9686305
216,0.07629714765950031,0.96788704,0.07961415747801463,0.96802735
217,0.07648053834604662,0.9680754,0.08031079173088074,0.96737266
218,0.07640423779999828,0.96767217,0.08018448452154796,0.9650356
219,0.07576400034979465,0.9680674,0.0784527063369751,0.96805024
220,0.07624533079391302,0.96783304,0.08197226126988728,0.9641618
221,0.07617852388822359,0.9676911,0.07954367995262146,0.9676556
222,0.07581316348854225,0.96808004,0.08065248529116313,0.96498543
223,0.07592828896882658,0.96796155,0.08009173472722371,0.96580654
224,0.07639505987283532,0.9680719,0.07785325745741527,0.9686308
225,0.0759765893583942,0.9679667,0.078684796889623,0.96973896
226,0.07574035793311837,0.9683893,0.08305845657984416,0.96596736
227,0.07573040795088606,0.9681975,0.08529892067114513,0.96160984
228,0.07602924098604145,0.9679982,0.07872415085633595,0.9692278
229,0.07662989425236733,0.9675928,0.08143912255764008,0.96799064
230,0.07611110413721366,0.96780586,0.07879781226317088,0.9677866
231,0.07586347036979524,0.9682833,0.08126346270243327,0.96595716
232,0.07601103876384258,0.96788377,0.0789021501938502,0.96606773
233,0.07622447029036673,0.96762425,0.07917073369026184,0.96864957
234,0.07585643071800899,0.9683931,0.08416532973448436,0.96419096
235,0.07586250227287099,0.96799767,0.07730774581432343,0.9691138
236,0.07522979507414605,0.9687414,0.07979722321033478,0.9679675
237,0.07560850239275302,0.96835214,0.07791633903980255,0.96855503
238,0.07568595149984392,0.96831214,0.07952905694643657,0.9657075
239,0.07549886275103454,0.96807545,0.07855927447477977,0.9667104
240,0.07570839515688148,0.96827716,0.07722361882527669,0.96973205
241,0.07613977713970382,0.9679356,0.07800191640853882,0.9676811
242,0.07527433347332385,0.96835095,0.07572402556737264,0.97106385
243,0.07589713418866577,0.96813107,0.07842971881230672,0.967758
244,0.0762915150535727,0.9677109,0.07882701853911082,0.9651993
245,0.0749407977624853,0.9681733,0.0786542296409607,0.96879125
246,0.07556876055029936,0.9683604,0.08256638546784718,0.96409374
247,0.07540688664546176,0.9684337,0.07806032399336497,0.96597713
248,0.07595254564998158,0.96832806,0.08042886853218079,0.96667147
249,0.07553314934933304,0.9683099,0.07627751429875691,0.96980673
250,0.0758306438212643,0.9681869,0.07775918145974477,0.96928287
251,0.07582792372402558,0.9680572,0.07781860729058583,0.9677663
252,0.07534693585809811,0.96818435,0.07748607794443767,0.9676667
253,0.07608636467823819,0.9677646,0.08055931826432546,0.96575785
254,0.07502372392916336,0.96837854,0.08228764931360881,0.9628015
255,0.075367752565762,0.9685362,0.07655102014541626,0.96815366
256,0.07541430999802329,0.96819043,0.07616202533245087,0.96943
257,0.07547591123338025,0.9682844,0.07908877233664195,0.9677904
258,0.07541648929697335,0.96827596,0.07872881988684337,0.9692772
259,0.07575575906704958,0.9681709,0.08022268613179524,0.9668794
260,0.07552755209034595,0.96852386,0.07773877680301666,0.9699705
261,0.07513115423858364,0.9685647,0.0807873010635376,0.96637964
262,0.07531683901087655,0.96844286,0.07653602957725525,0.9697029
263,0.07519651456000664,0.9684424,0.08005954325199127,0.9662702
264,0.07536081288212029,0.9684412,0.07749184966087341,0.96691966
265,0.07558151056468157,0.96837366,0.07715257505575816,0.9691727
266,0.07570130213814584,0.9683566,0.07829661170641582,0.9685452
267,0.07498058808734383,0.96857774,0.08069649835427602,0.9646563
268,0.0752740815892436,0.96844465,0.07905679444471995,0.9694806
269,0.07496488477172514,0.9688214,0.07527989645799,0.97085506
270,0.07531109138712666,0.9684101,0.07754904528458913,0.9670833
271,0.07537147181638716,0.96855557,0.0766711284716924,0.9697961
272,0.07447590351368766,0.9688814,0.07780317962169647,0.9688654
273,0.07516642863700292,0.96846294,0.07733584940433502,0.9679666
274,0.07547587615046919,0.9680962,0.07639147341251373,0.9692444
275,0.07447088477619462,0.96895176,0.07701392968495686,0.9682047
276,0.07506790404039893,0.968592,0.0769925167163213,0.9696925
277,0.074919066588876,0.9685974,0.07649672031402588,0.96957594
278,0.07505607238639629,0.9687364,0.07792990903059642,0.96861905
279,0.07541010714448568,0.9684558,0.07920090357462566,0.96761626
280,0.07476985784596119,0.9687244,0.07847794393698375,0.9692316
281,0.0744034157836952,0.96903974,0.07745334009329478,0.96674657
282,0.07473788384847335,0.96871287,0.07994266351064046,0.96688175
283,0.07503918786909625,0.9689397,0.07908279200394948,0.96389866
284,0.07543785152245201,0.96863824,0.0789716641108195,0.9694667
285,0.0742123220384055,0.9690901,0.07580797870953877,0.9698462
286,0.07452933680047492,0.9689398,0.07623564700285594,0.9702828
287,0.07465386298275734,0.96855384,0.07879226406415303,0.9687988
288,0.07443273513024036,0.9686485,0.07707518835862477,0.96829015
289,0.07537136316827497,0.9682614,0.07708555956681569,0.9671008
290,0.07527804519911013,0.9685142,0.07595562934875488,0.9692448
291,0.07496520863682989,0.9684508,0.07671767969926198,0.9678953
292,0.07452854926668,0.9690781,0.07491178810596466,0.9696308
293,0.07480900700834238,0.96845514,0.0789967526992162,0.96467465
294,0.07437489710640934,0.96891296,0.07723262906074524,0.96934515
295,0.07492146473522335,0.96854585,0.07985748847325642,0.969043
296,0.07422799327444793,0.9693285,0.07889554401238759,0.9663455
297,0.07509883696982762,0.96870756,0.07711355884869893,0.9688056
298,0.07489114762144627,0.9685025,0.077415997783343,0.96648926
299,0.07391216555571108,0.9693949,0.07787150641282399,0.96779424
