epoch,loss,tani_coeff,val_loss,val_tani_coeff
0,0.27143433638081915,0.7829898,0.21481252768460443,0.8672503
1,0.21741391912143618,0.8458555,0.21913687095922582,0.851703
2,0.19902468357789382,0.86694396,0.19961929145981283,0.8697648
3,0.1883992461150383,0.8784029,0.1699932165005628,0.9079626
4,0.17953872413016006,0.8868119,0.17146004298154047,0.91056204
5,0.17350546724190524,0.8928242,0.16384774271179647,0.9149019
6,0.16919648412394228,0.8965712,0.16224878500489628,0.9114731
7,0.16503703327522468,0.90044475,0.15789291613242207,0.9145447
8,0.16200834463609667,0.90333754,0.15325215634177713,0.9207265
9,0.15890050112498325,0.9066054,0.14951760979259715,0.92329115
10,0.1570169166262403,0.90769833,0.14626726332832785,0.9265366
11,0.1543624493517758,0.9103513,0.14738908935995662,0.92284405
12,0.1526834650121315,0.9115625,0.147410825771444,0.9229152
13,0.1506239125925396,0.91341776,0.14674441428745494,0.92539585
14,0.14953683228855505,0.9147013,0.14452058953397415,0.9256183
15,0.1479882447972973,0.91638625,0.14397270363919876,0.9293184
16,0.14689096007896266,0.91711646,0.14230858403093674,0.9251041
17,0.14597118581521687,0.9179514,0.14181795716285706,0.92685384
18,0.14482768579169403,0.91912997,0.14095598108628216,0.9291114
19,0.14438452359702317,0.9196064,0.13779011193443746,0.9305538
20,0.14364584062523458,0.9202706,0.13943010393310995,0.9280558
21,0.14273862499082401,0.9206651,0.13809703027500825,0.9292713
22,0.14174381024597574,0.92209125,0.13747435106950648,0.93263364
23,0.14174872130381813,0.9220659,0.1381275986923891,0.92923266
24,0.14059468323975305,0.92289925,0.1387540066943449,0.93166935
25,0.14052503108689443,0.92264974,0.13641520107493682,0.93187547
26,0.13947054867963185,0.9239802,0.13726606263833888,0.9312938
27,0.1394967628043296,0.9238071,0.13719003516085007,0.9311534
28,0.1384311531023686,0.9246521,0.13418944618281195,0.93260247
29,0.13841106833962588,0.92448705,0.13542347094591925,0.9293942
30,0.1378496840627489,0.92520463,0.13641414396903095,0.9314776
31,0.13758432154623879,0.9257473,0.13491673329297235,0.93384296
32,0.13736205374148988,0.9259067,0.13526532930486343,0.9288687
33,0.1363383739912304,0.9263248,0.13180233099881342,0.9338374
34,0.13650236305368676,0.9264206,0.13599363144706278,0.93177843
35,0.13627413997375182,0.9264874,0.13338710104717927,0.93391085
36,0.13542416909364483,0.92738175,0.13293070126982295,0.9340631
37,0.1353590174573166,0.9272306,0.13380511368022246,0.9354806
38,0.13512850623199346,0.92736924,0.1290767473333022,0.93798256
39,0.13507042305570796,0.927995,0.13230366040678584,0.9356951
40,0.1346168209260239,0.92814976,0.13057216125376084,0.93924576
41,0.13388569603692616,0.9290047,0.13190669873181513,0.93362916
42,0.134205846500751,0.92846364,0.13233818201457753,0.93645936
43,0.13383172124869758,0.928673,0.13089885606485255,0.9352418
44,0.1331605122126356,0.9294625,0.1273648861576529,0.9391608
45,0.1330333198239433,0.92944086,0.1298428055118112,0.93782294
46,0.13303280331614406,0.9295127,0.1285730144556831,0.9377465
47,0.1326868277415573,0.92973477,0.12637835565735311,0.938817
48,0.13252454502211694,0.92996323,0.12673934417612412,0.9400073
49,0.13212789268028446,0.9301422,0.12760226866778204,0.93847007
50,0.13220546115505696,0.92999935,0.12850088231703816,0.9363325
51,0.1316617565150408,0.9307366,0.12824474187458262,0.9364114
52,0.13172442227857137,0.9304736,0.1274014413356781,0.9383497
53,0.13118002178248825,0.93124646,0.1283639686949113,0.936195
54,0.13131890204895913,0.9307724,0.12623310790342443,0.9405848
55,0.13098118987227464,0.9314343,0.12882650424452388,0.93763393
56,0.1311058908234003,0.9312011,0.1271191186764661,0.93924445
57,0.13037936407979442,0.9322213,0.12556660350631266,0.9411166
58,0.13033760982267575,0.93230486,0.12516187569674322,0.94167686
